KodLan,NamSek,Rank,Jenjang,SubJenjang,Status,PD,Kec,KotKab,Kota,Provinsi,Alamat
20230465,SDN CIJERUK 01,,SD,SDN,Negeri,432,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201165,SDN CIJERUK 02,,SD,SDN,Negeri,330,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20604165,SDN CIJERUK I,,SD,SDN,Negeri,0,Mekar Baru,Kab,TANGERANG,Banten,
20604167,SDN CIJERUK III,,SD,SDN,Negeri,0,Mekar Baru,Kab,TANGERANG,Banten,
20201164,SDN CIJUJUNG 01,,SD,SDN,Negeri,260,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20230466,SDN CIJUJUNG 02,,SD,SDN,Negeri,266,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201157,SDN CIJUJUNG TENGAH,,SD,SDN,Negeri,195,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201160,SDN CIKAHURIPAN 03,,SD,SDN,Negeri,291,Klapanunggal,Kab,BOGOR 2,Jawa Barat,
20230467,SDN CIKAMARANG,,SD,SDN,Negeri,97,Leuwisadeng,Kab,BOGOR 2,Jawa Barat,
20230468,SDN CIKARET JAYA,,SD,SDN,Negeri,366,Cibinong,Kab,BOGOR 1,Jawa Barat,
20604203,SDN CIKASUNGKA I,,SD,SDN,Negeri,0,Solear,Kab,TANGERANG,Banten,
20604204,SDN CIKASUNGKA II,,SD,SDN,Negeri,658,Solear,Kab,TANGERANG,Banten,
20604205,SDN CIKASUNGKA III,,SD,SDN,Negeri,412,Solear,Kab,TANGERANG,Banten,
20604206,SDN CIKASUNGKA IV,,SD,SDN,Negeri,0,Solear,Kab,TANGERANG,Banten,
20201077,SDN CIKAWUNG 01,,SD,SDN,Negeri,228,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201078,SDN CIKAWUNG 02,,SD,SDN,Negeri,164,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201079,SDN CIKEAS 01,,SD,SDN,Negeri,379,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201081,SDN CIKEAS 03,,SD,SDN,Negeri,443,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201083,SDN CIKEAS 05,,SD,SDN,Negeri,236,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201084,SDN CIKEAS UDIK 01,,SD,SDN,Negeri,165,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201085,SDN CIKEAS UDIK 02,,SD,SDN,Negeri,294,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201076,SDN CIKEAS UDIK 04,,SD,SDN,Negeri,206,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201075,SDN CIKEAS UDIK 05,,SD,SDN,Negeri,247,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201063,SDN CIKERETEG 01,,SD,SDN,Negeri,387,Caringin,Kab,BOGOR 2,Jawa Barat,
20201074,SDN CIKERETEG 02,,SD,SDN,Negeri,290,Caringin,Kab,BOGOR 2,Jawa Barat,
20201064,SDN CIKERETEG 03,,SD,SDN,Negeri,332,Caringin,Kab,BOGOR 2,Jawa Barat,
20201066,SDN CIKONENG,,SD,SDN,Negeri,144,Cisarua,Kab,BOGOR 2,Jawa Barat,
20201067,SDN CIKOPO,,SD,SDN,Negeri,565,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201068,SDN CIKOPOMAYAK 01,,SD,SDN,Negeri,321,Jasinga,Kab,BOGOR 2,Jawa Barat,
20201069,SDN CIKOPOMAYAK 02,,SD,SDN,Negeri,199,Jasinga,Kab,BOGOR 2,Jawa Barat,
20201071,SDN CIKOPOMAYAK 04,,SD,SDN,Negeri,181,Jasinga,Kab,BOGOR 2,Jawa Barat,
20201073,SDN CIKUDA 01,,SD,SDN,Negeri,256,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201103,SDN CIKUDA 03,,SD,SDN,Negeri,191,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201108,SDN CIKUTAMAHI 03,,SD,SDN,Negeri,84,Cariu,Kab,BOGOR 2,Jawa Barat,
20604213,SDN CIKUYA II,,SD,SDN,Negeri,772,Solear,Kab,TANGERANG,Banten,
20604199,SDN CIKUYA IV,,SD,SDN,Negeri,0,Solear,Kab,TANGERANG,Banten,
20201109,SDN CILAKU 01,,SD,SDN,Negeri,163,Tenjo,Kab,BOGOR 2,Jawa Barat,
20201100,SDN CILANGKAP,,SD,SDN,Negeri,329,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201090,SDN CILEBUT 01,,SD,SDN,Negeri,457,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201091,SDN CILEBUT 02,,SD,SDN,Negeri,438,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201092,SDN CILEBUT 03,,SD,SDN,Negeri,382,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201094,SDN CILEBUT 05,,SD,SDN,Negeri,526,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20604189,SDN CILELES,,SD,SDN,Negeri,393,Tiga Raksa,Kab,TANGERANG,Banten,
20201095,SDN CILEMBER 01,,SD,SDN,Negeri,535,Cisarua,Kab,BOGOR 2,Jawa Barat,
20220051,SDN CILENDEK 4,,SD,SDN,Negeri,279,Bogor Barat,Kota,BOGOR,Jawa Barat,
20220079,SDN CILENDEK I,,SD,SDN,Negeri,519,Bogor Barat,Kota,BOGOR,Jawa Barat,
20238443,SDN CILENDEK TIMUR 2,,SD,SDN,Negeri,236,Bogor Barat,Kota,BOGOR,Jawa Barat,
20201097,SDN CILETUH,,SD,SDN,Negeri,125,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201768,SDN CILEUNGSI 03,,SD,SDN,Negeri,63,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201769,SDN CILEUNGSI 04,,SD,SDN,Negeri,301,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201770,SDN CILEUNGSI 05,,SD,SDN,Negeri,142,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201771,SDN CILEUNGSI 06,,SD,SDN,Negeri,981,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201772,SDN CILEUNGSI 07,,SD,SDN,Negeri,164,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201774,SDN CILEUNGSI 09,,SD,SDN,Negeri,205,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201775,SDN CILEUNGSI 10,,SD,SDN,Negeri,300,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20220022,SDN CILUAR 1,,SD,SDN,Negeri,405,Bogor Utara,Kota,BOGOR,Jawa Barat,
20201755,SDN CIMANDALA 02,,SD,SDN,Negeri,254,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201756,SDN CIMANDALA 03,,SD,SDN,Negeri,615,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20201757,SDN CIMANDE 01,,SD,SDN,Negeri,214,Caringin,Kab,BOGOR 2,Jawa Barat,
20201758,SDN CIMANDE 02,,SD,SDN,Negeri,371,Caringin,Kab,BOGOR 2,Jawa Barat,
20201759,SDN CIMANDE 03,,SD,SDN,Negeri,131,Caringin,Kab,BOGOR 2,Jawa Barat,
20230477,SDN CIMANDE 04,,SD,SDN,Negeri,179,Caringin,Kab,BOGOR 2,Jawa Barat,
20201764,SDN CIMANGGU 02,,SD,SDN,Negeri,377,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201779,SDN CIMANGGU 03,,SD,SDN,Negeri,234,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201781,SDN CIMAPAG,,SD,SDN,Negeri,112,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201796,SDN CIMAYANG 01,,SD,SDN,Negeri,271,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201797,SDN CIMAYANG 02,,SD,SDN,Negeri,184,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201798,SDN CIMAYANG 03,,SD,SDN,Negeri,359,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201780,SDN CIMAYANG 04,,SD,SDN,Negeri,298,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201801,SDN CINAGARA 01,,SD,SDN,Negeri,253,Caringin,Kab,BOGOR 2,Jawa Barat,
20201802,SDN CINAGARA 02,,SD,SDN,Negeri,247,Caringin,Kab,BOGOR 2,Jawa Barat,
20201803,SDN CINAGARA 03,,SD,SDN,Negeri,243,Caringin,Kab,BOGOR 2,Jawa Barat,
20201805,SDN CINANGKA 01,,SD,SDN,Negeri,202,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201794,SDN CINANGKA 03,,SD,SDN,Negeri,208,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201793,SDN CINANGKA 04,,SD,SDN,Negeri,337,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201784,SDN CINANGNENG 03,,SD,SDN,Negeri,190,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
20201786,SDN CINYOSOG 01,,SD,SDN,Negeri,400,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201787,SDN CINYOSOG 02,,SD,SDN,Negeri,959,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201788,SDN CIODENG,,SD,SDN,Negeri,366,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201792,SDN CIOMAS 02,,SD,SDN,Negeri,456,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201806,SDN CIOMAS 03,,SD,SDN,Negeri,168,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230482,SDN CIOMAS 04,,SD,SDN,Negeri,314,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230483,SDN CIOMAS 05,,SD,SDN,Negeri,601,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201702,SDN CIOMAS 06,,SD,SDN,Negeri,198,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201716,SDN CIOMAS 07,,SD,SDN,Negeri,219,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230484,SDN CIOMAS 09,,SD,SDN,Negeri,163,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230480,SDN CIOMAS 1,,SD,SDN,Negeri,416,Ciomas,Kab,BOGOR 2,Jawa Barat,
20220014,SDN CIPAKU 1,,SD,SDN,Negeri,278,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20220015,SDN CIPAKU 2,,SD,SDN,Negeri,178,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20201719,SDN CIPANGAUR,,SD,SDN,Negeri,199,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201733,SDN CIPAOK,,SD,SDN,Negeri,197,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201722,SDN CIPARE,,SD,SDN,Negeri,194,Caringin,Kab,BOGOR 2,Jawa Barat,
20201723,SDN CIPARI,,SD,SDN,Negeri,446,Klapanunggal,Kab,BOGOR 2,Jawa Barat,
20230485,SDN CIPAYUNG 01,,SD,SDN,Negeri,354,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201713,SDN CIPAYUNG 03,,SD,SDN,Negeri,137,Megamendung,Kab,BOGOR 2,Jawa Barat,
20230486,SDN CIPAYUNG 04,,SD,SDN,Negeri,308,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201703,SDN CIPAYUNG 05,,SD,SDN,Negeri,89,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201704,SDN CIPAYUNG 06,,SD,SDN,Negeri,172,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201705,SDN CIPAYUNG 07,,SD,SDN,Negeri,396,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201706,SDN CIPAYUNG GIRANG 01,,SD,SDN,Negeri,371,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201707,SDN CIPAYUNG GIRANG 02,,SD,SDN,Negeri,91,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201708,SDN CIPAYUNG GIRANG 03,,SD,SDN,Negeri,224,Megamendung,Kab,BOGOR 2,Jawa Barat,
20201732,SDN CIPELANG 02,,SD,SDN,Negeri,323,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20200987,SDN CIPELANG 03,,SD,SDN,Negeri,198,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201710,SDN CIPENJO,,SD,SDN,Negeri,369,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20230487,SDN CIPETIR 01,,SD,SDN,Negeri,264,Cigombong,Kab,BOGOR 2,Jawa Barat,
20237438,SDN CIPEUCANG 01,,SD,SDN,Negeri,351,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201712,SDN CIPEUCANG 02,,SD,SDN,Negeri,907,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201726,SDN CIPEUCANG 03,,SD,SDN,Negeri,370,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201742,SDN CIPICUNG 01,,SD,SDN,Negeri,187,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201745,SDN CIPICUNG 02,,SD,SDN,Negeri,307,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201747,SDN CIPICUNG 03,,SD,SDN,Negeri,198,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201748,SDN CIPICUNG 04,,SD,SDN,Negeri,362,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201750,SDN CIPICUNG 05,,SD,SDN,Negeri,165,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201740,SDN CIPINANG 02,,SD,SDN,Negeri,574,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201739,SDN CIPINANG 03,,SD,SDN,Negeri,636,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201729,SDN CIPINANG 04,,SD,SDN,Negeri,387,Rumpin,Kab,BOGOR 2,Jawa Barat,
20230489,SDN CIPINANG 05,,SD,SDN,Negeri,261,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201730,SDN CIPINANG 06,,SD,SDN,Negeri,234,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201735,SDN CIPUTIH,,SD,SDN,Negeri,173,Sukajaya,Kab,BOGOR 2,Jawa Barat,
20220019,SDN CIRANJANG,,SD,SDN,Negeri,122,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20604368,SDN CIRARAB II,,SD,SDN,Negeri,0,Legok,Kab,TANGERANG,Banten,
20604372,SDN CIREUNDEU II,,SD,SDN,Negeri,353,Solear,Kab,TANGERANG,Banten,
20201752,SDN CIRIUNG 01,,SD,SDN,Negeri,414,Cibinong,Kab,BOGOR 1,Jawa Barat,
20201807,SDN CIRIUNG 02,,SD,SDN,Negeri,548,Cibinong,Kab,BOGOR 1,Jawa Barat,
20201874,SDN CIRIUNG 04,,SD,SDN,Negeri,647,Cibinong,Kab,BOGOR 1,Jawa Barat,
20604347,SDN CIRUMPAK I,,SD,SDN,Negeri,0,Kronjo,Kab,TANGERANG,Banten,
20604348,SDN CIRUMPAK II,,SD,SDN,Negeri,0,Kronjo,Kab,TANGERANG,Banten,
20201877,SDN CISALADA 01,,SD,SDN,Negeri,289,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201878,SDN CISALADA 02,,SD,SDN,Negeri,199,Cigombong,Kab,BOGOR 2,Jawa Barat,
20230494,SDN CISARUA 02,,SD,SDN,Negeri,108,Sukajaya,Kab,BOGOR 2,Jawa Barat,
20201872,SDN CISEENG 01,,SD,SDN,Negeri,535,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20201862,SDN CITAPEN 01,,SD,SDN,Negeri,663,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201863,SDN CITAPEN 02,,SD,SDN,Negeri,311,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201867,SDN CITARINGGUL 04,,SD,SDN,Negeri,257,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20201869,SDN CITARINGGUL 06,,SD,SDN,Negeri,122,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20201885,SDN CITAYAM,,SD,SDN,Negeri,329,Tajurhalang,Kab,BOGOR 1,Jawa Barat,
20201884,SDN CITAYAM 03,,SD,SDN,Negeri,841,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20606082,SDN CITERAS,,SD,SDN,Negeri,270,Jawilan,Kab,SERANG,Banten,
20201904,SDN CITEUREUP 02,,SD,SDN,Negeri,255,Citeureup,Kab,BOGOR 2,Jawa Barat,
20201905,SDN CITEUREUP 03,,SD,SDN,Negeri,508,Citeureup,Kab,BOGOR 2,Jawa Barat,
20201906,SDN CITEUREUP 04,,SD,SDN,Negeri,579,Citeureup,Kab,BOGOR 2,Jawa Barat,
20201908,SDN CITEUREUP 06,,SD,SDN,Negeri,310,Citeureup,Kab,BOGOR 2,Jawa Barat,
20201910,SDN CITIIS,,SD,SDN,Negeri,288,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201911,SDN CIUNCAL,,SD,SDN,Negeri,316,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20230499,SDN COGREG 01,,SD,SDN,Negeri,339,Parung,Kab,BOGOR 2,Jawa Barat,
20201901,SDN CUKANGGALEUH,,SD,SDN,Negeri,149,Cigombong,Kab,BOGOR 2,Jawa Barat,
20604374,SDN CUKANGGALIH III,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604375,SDN CUKANGGALIH IV,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20201900,SDN CURUG,,SD,SDN,Negeri,276,Cibinong,Kab,BOGOR 1,Jawa Barat,
20201899,SDN CURUG 01,,SD,SDN,Negeri,299,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20201893,SDN CURUG 04,,SD,SDN,Negeri,237,Jasinga,Kab,BOGOR 2,Jawa Barat,
20201895,SDN CURUG 06,,SD,SDN,Negeri,12,Jasinga,Kab,BOGOR 2,Jawa Barat,
20220030,SDN CURUG 3,,SD,SDN,Negeri,320,Bogor Barat,Kota,BOGOR,Jawa Barat,
20604393,SDN CURUG 4,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20201886,SDN CURUG DENG-DENG,,SD,SDN,Negeri,247,Caringin,Kab,BOGOR 2,Jawa Barat,
20604397,SDN CURUG KULON IV,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20230500,SDN CURUG RAYA,,SD,SDN,Negeri,384,Cibinong,Kab,BOGOR 1,Jawa Barat,
20604399,SDN CURUG WETAN I,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604400,SDN CURUG WETAN II,,SD,SDN,Negeri,382,Curug,Kab,TANGERANG,Banten,
20604401,SDN CURUG WETAN III,,SD,SDN,Negeri,195,Curug,Kab,TANGERANG,Banten,
20604402,SDN CURUG WETAN IV,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604403,SDN CURUG WETAN V,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604390,SDN CURUG WETAN VI,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604378,SDN DADAP IV,,SD,SDN,Negeri,536,Kosambi,Kab,TANGERANG,Banten,
20201859,SDN DAGO 02,,SD,SDN,Negeri,156,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20604382,SDN DANGDEUR 1,,SD,SDN,Negeri,0,Jayanti,Kab,TANGERANG,Banten,
20604384,SDN DAON,,SD,SDN,Negeri,181,Kronjo,Kab,TANGERANG,Banten,
20604386,SDN DAON 2,,SD,SDN,Negeri,217,Rajeg,Kab,TANGERANG,Banten,
20201825,SDN DARMA BAKTI,,SD,SDN,Negeri,264,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20604388,SDN DARU I,,SD,SDN,Negeri,675,Jambe,Kab,TANGERANG,Banten,
20604342,SDN DARU III,,SD,SDN,Negeri,0,Jambe,Kab,TANGERANG,Banten,
20201826,SDN DAYEUH,,SD,SDN,Negeri,280,Jonggol,Kab,BOGOR 2,Jawa Barat,
20220031,SDN DEWI SARTIKA 1,,SD,SDN,Negeri,166,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20220042,SDN DEWI SARTIKA 2,,SD,SDN,Negeri,211,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20220043,SDN DEWI SARTIKA 3,,SD,SDN,Negeri,125,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20604280,SDN DIRGANTARA,,SD,SDN,Negeri,129,Legok,Kab,TANGERANG,Banten,
20201831,SDN DUKUH 01,,SD,SDN,Negeri,278,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201821,SDN DUKUH 02,,SD,SDN,Negeri,279,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201820,SDN DUKUH 03,,SD,SDN,Negeri,197,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20220045,SDN DUTA PAKUAN,,SD,SDN,Negeri,348,Bogor Timur,Kota,BOGOR,Jawa Barat,
20201352,SDN FLAMBOYAN,,SD,SDN,Negeri,247,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20604300,SDN GABRAL,,SD,SDN,Negeri,0,Kronjo,Kab,TANGERANG,Banten,
20201811,SDN GADOG 01,,SD,SDN,Negeri,674,Tamansari,Kab,BOGOR 2,Jawa Barat,
20201813,SDN GADOG 02,,SD,SDN,Negeri,520,Tamansari,Kab,BOGOR 2,Jawa Barat,
20201815,SDN GADOG 03,,SD,SDN,Negeri,321,Tamansari,Kab,BOGOR 2,Jawa Barat,
20201818,SDN GADOG 06,,SD,SDN,Negeri,303,Megamendung,Kab,BOGOR 2,Jawa Barat,
20604307,SDN GANDARIA I,,SD,SDN,Negeri,0,Mekar Baru,Kab,TANGERANG,Banten,
20237439,SDN GANDOANG 01,,SD,SDN,Negeri,530,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201833,SDN GANDOANG 02,,SD,SDN,Negeri,371,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201834,SDN GANDOANG 03,,SD,SDN,Negeri,159,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20201849,SDN GEGERBITUNG,,SD,SDN,Negeri,254,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20604283,SDN GEMBONG 01,,SD,SDN,Negeri,0,Balaraja,Kab,TANGERANG,Banten,
20604285,SDN GEMBONG 03,,SD,SDN,Negeri,0,Balaraja,Kab,TANGERANG,Banten,
20201850,SDN GINTUNG CILEJET 01,,SD,SDN,Negeri,287,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20201853,SDN GIRIJAYA,,SD,SDN,Negeri,104,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20201854,SDN GIRIPADANG,,SD,SDN,Negeri,104,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20230503,SDN GOBANG 03,,SD,SDN,Negeri,268,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201846,SDN GOBANG 04,,SD,SDN,Negeri,234,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201836,SDN GOROWONG 02,,SD,SDN,Negeri,232,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20201837,SDN GOROWONG 03,,SD,SDN,Negeri,249,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20201842,SDN GUNUNG BUNDER 01,,SD,SDN,Negeri,117,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201843,SDN GUNUNG BUNDER 02,,SD,SDN,Negeri,250,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20230504,SDN GUNUNG BUNDER 03,,SD,SDN,Negeri,109,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201858,SDN GUNUNG BUNDER 05,,SD,SDN,Negeri,199,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20220037,SDN GUNUNG GEDE,,SD,SDN,Negeri,476,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20201542,SDN GUNUNG GEULIS 01,,SD,SDN,Negeri,285,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20604291,SDN GUNUNG KALER 1,,SD,SDN,Negeri,177,Gunung Kaler,Kab,TANGERANG,Banten,
20201560,SDN GUNUNG PICUNG 01,,SD,SDN,Negeri,440,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201562,SDN GUNUNG PICUNG 03,,SD,SDN,Negeri,277,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20230507,SDN GUNUNG PICUNG 04,,SD,SDN,Negeri,435,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201563,SDN GUNUNG PICUNG 05,,SD,SDN,Negeri,421,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201564,SDN GUNUNG PICUNG 06,,SD,SDN,Negeri,241,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201565,SDN GUNUNG PICUNG 07,,SD,SDN,Negeri,417,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201566,SDN GUNUNG PICUNG 08,,SD,SDN,Negeri,152,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201545,SDN GUNUNG SARI 01,,SD,SDN,Negeri,347,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201546,SDN GUNUNG SARI 02,,SD,SDN,Negeri,250,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20230511,SDN GUNUNG SODONG 02,,SD,SDN,Negeri,164,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201553,SDN GUNUNGPUTRI 03,,SD,SDN,Negeri,659,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20230508,SDN GUNUNGPUTRI 05,,SD,SDN,Negeri,782,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20230509,SDN GUNUNGSARI 02,,SD,SDN,Negeri,246,Citeureup,Kab,BOGOR 2,Jawa Barat,
20605884,SDN GUNUNGSARI 1,,SD,SDN,Negeri,0,Gunung Sari,Kab,SERANG,Banten,
20605885,SDN GUNUNGSARI 2,,SD,SDN,Negeri,0,Gunung Sari,Kab,SERANG,Banten,
20605886,SDN GUNUNGSARI 3,,SD,SDN,Negeri,0,Gunung Sari,Kab,SERANG,Banten,
20201550,SDN GUNUNGSINDUR 01,,SD,SDN,Negeri,326,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20604309,SDN GURADOG,,SD,SDN,Negeri,0,Tiga Raksa,Kab,TANGERANG,Banten,
20201568,SDN HAMBALANG 02,,SD,SDN,Negeri,407,Citeureup,Kab,BOGOR 2,Jawa Barat,
20230512,SDN HAMBALANG 04,,SD,SDN,Negeri,171,Citeureup,Kab,BOGOR 2,Jawa Barat,
20201570,SDN HAMBALANG 05,,SD,SDN,Negeri,361,Citeureup,Kab,BOGOR 2,Jawa Barat,
20223524,SDN HARAPAN JAYA IV,,SD,SDN,Negeri,126,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20223523,SDN HARAPAN JAYA V,,SD,SDN,Negeri,341,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20230514,SDN HARAPAN MULYA,,SD,SDN,Negeri,0,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20605871,SDN HAURDAPUNG,,SD,SDN,Negeri,0,Jawilan,Kab,SERANG,Banten,
20201591,SDN HEGARSARI 01,,SD,SDN,Negeri,168,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201593,SDN IWUL 02,,SD,SDN,Negeri,239,Parung,Kab,BOGOR 2,Jawa Barat,
20201583,SDN IWUL 03,,SD,SDN,Negeri,262,Parung,Kab,BOGOR 2,Jawa Barat,
20230515,SDN JAGABAYA 01,,SD,SDN,Negeri,172,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20201574,SDN JAGABITA 02,,SD,SDN,Negeri,146,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
